가맹점명,가맹점 주소,가맹점 업종,캐시백 인센티브 가맹점 여부,QR 가맹점 여부,2026년 아동건강체험활동비 사용 여부
JJ 영농농수산직판장,제주 서귀포시 호근동 1136-2번지 ,식자재/유통,Y,N,N
신마포갈매기제주일도점,제주 제주시 고마로 99 (일도이동) ,기타,Y,N,N
오일장미옥이네,"제주 제주시  월랑로4길 35, (노형동) ",기타,Y,N,N
아라돼지,"제주 제주시  중앙로  583,  (아라일동) ",음식점/식음료업,Y,N,N
순덕이네왕갈비,"제주 제주시 진남로10길 34 ,1호 (화북일동) ",음식점/식음료업,Y,N,N
두갓,제주특별자치도 제주시 해안마을북길 13-39 1층,음식점/식음료업,Y,Y,N
주안상,제주 제주시 태성로2길 25 (일도이동) ,기타,Y,N,N
협재해녀의집,제주특별자치도 제주시 한림읍 협재3길 19 협재해녀의집,음식점/식음료업,Y,Y,N
한림고려페인트,제주특별자치도 제주시 한림읍 한수풀로 36 한림고려페인트,가구/인테리어,Y,Y,N
제주담스파빌,제주특별자치도 제주시 한림읍 한림로 162 제주담스파빌,여행/숙박,Y,Y,N
화북셀프세차타운,"제주 제주시  일주동로 218-1, (화북일동) ",기타,Y,N,N
돌고래식당,제주 제주시 한림읍 한림해안로 139(한림항선원복지회관 1층) ,음식점/식음료업,Y,N,N
항구장여관,제주 제주시 한림읍 한림리  1327 ,여행/숙박,Y,N,N
콩마루순두부짬뽕,"제주 제주시 한림읍 한림로 638, 1층 ",음식점/식음료업,Y,N,N
귀덕수산,"제주 제주시 한림읍 한림남3길 4, ",식자재/유통,Y,N,N
메이풀해피하우스,제주 제주시 한림읍 명월로 108 ,기타,Y,N,N
상일영농조합법인,"제주 제주시 한림읍 명재로  122, ",식자재/유통,Y,N,N
까사루나,제주 제주시 한림읍 동명리 1169 ,기타,Y,N,N
퐁낭하우스민박,"제주 제주시 한림읍 대림12길 60-4, ",여행/숙박,Y,N,N
제주마중,"제주 제주시 한림읍 금능9길 10-1, 외1필지 ",기타,Y,N,N
지서개식당,"제주 제주시 한경면 한경해안로 77, 1층 ",음식점/식음료업,Y,N,N
하얀도화지미술교습소,제주특별자치도 제주시 태성로2길 21 하얀도화지미술교습소 하얀도화지미술교습소,예술 교육,Y,Y,N
일루올레,"제주 제주시  도남로 117, 1층 104-1호 (도남동, 울담빌딩) ",기타,Y,N,N
에코노믹  시스템,제주특별자치도 제주시 청귤로 4 1층 에코노믹 시스템,가전/통신,Y,Y,N
대표익스프레스,제주 제주시 평전1길 18-1 (삼도일동) ,기타,Y,N,N
하나민박,"제주 제주시  테우해안로 154-1, (이호일동) ",여행/숙박,Y,N,N
뉴추자아일랜드,"제주 제주시 추자면 추자로 581-6, ",기타,Y,N,N
포세이돈,"제주 제주시 추자면 추자로 48, ",기타,Y,N,N
유니바디스킨케어,제주특별자치도 제주시 진동로 1 2층 유니바디스킨케어,생활/리빙,Y,Y,N
다미네민박,"제주 제주시 추자면 추자로 32, ",여행/숙박,Y,N,N
추자바다 25 시 묵리 25 시 민박,"제주 제주시 추자면 묵리2길 48, ",여행/숙박,Y,N,N
아틀라스 트레이닝센터,"제주 제주시 과천로 31, 4층 (연동) ",기타,Y,N,Y
제주미니굴삭기,"제주 제주시  진서로 2, (화북일동) . ",기타,Y,N,N
살롱드레나,"제주 제주시  진남로2길 34, 1층 101호 (화북일동) ",생활/리빙,Y,N,N
제주수족관,"제주 제주시  진남로 22, 3동 (화북일동) ",기타,Y,N,N
밝은세상안경,"제주 제주시  중앙로  279,  (이도이동) ",생활/리빙,Y,N,N
창조의아침 미술학원,"제주 제주시  중앙로  230-1,  5층  (이도2동) ",입시/교습학원,Y,N,N
옷까게,"제주 제주시  중앙로 170, 1층 (이도일동) ",기타,Y,N,N
시장,"제주 제주시  중앙로13길 15, (이도일동) ",기타,Y,N,N
아침하늘,"제주 제주시 조천읍 조와로  5, ",기타,Y,N,N
고향식육점,"제주 제주시 조천읍 신촌9길  1, ",식자재/유통,Y,N,N
무제,제주 제주시 조천읍 신촌5길 31 ,기타,Y,N,N
세븐일레븐 제주신촌점,"제주 제주시 조천읍 신북로 88, 101호 ",식자재/유통,Y,N,N
케이앤리헤어샵,"제주 제주시 조천읍 신북로 528, 1층 ",생활/리빙,Y,N,N
곶자왈거문오름,"제주 제주시 조천읍 선교로 371-10, ",기타,Y,N,N
아람여관,제주특별자치도 제주시 제원4길 23 아람모텔 아람여관,여행/숙박,Y,Y,N
교래향,"제주 제주시 조천읍 비자림로 638, ",기타,Y,N,N
K#,제주 제주시 서사로8길 37 1층 (삼도일동) ,기타,Y,N,N
리썸룸 lissom room,"제주 제주시 애월읍 광성로 256-2, 1층 1층",생활/리빙,Y,Y,N
민디자인,"제주 제주시  정실1길 13, (오라이동) ",디자인/인쇄,Y,N,N
풍요로움,제주특별자치도 제주시 은남4길 31 풍요로움,음식점/식음료업,Y,Y,N
수다피부관리실,제주특별자치도 제주시 노형1길 8-5 인터빌101호,생활/리빙,Y,Y,N
해양선구,"제주 제주시  임항로 39, 2층 (건입동) ",기타,Y,N,N
동양강철가구제주대리점국제금고,"제주 제주시  칠성로길 12-1, (일도일동) ",가구/인테리어,Y,N,N
예스헤어,제주특별자치도 제주시 원노형2길 29 예스헤어 예스헤어,생활/리빙,Y,Y,N
K팝실용음악학원,"제주 제주시  월랑로  40,  4층  라인빌딩  (노형동) 4층",예술 교육,Y,Y,N
뽀빠이안마지압원,"제주 제주시  우정로18길 14, 1층 (외도일동) ",기타,Y,N,N
변석훈수학,"제주특별자치도 제주시 연화중길 11, 101호 (연동)",입시/교습학원,Y,Y,N
희열 S 리본,"제주 제주시  우정로15길  12,  상가동  105호  (외도일동,  부영아파트) ",기타,Y,N,N
현우농수산,"제주 제주시  용해로 74, (용담이동) ",식자재/유통,Y,N,N
굿퍼니처,"제주 제주시  용담로3길 9, (용담삼동) ",기타,Y,N,N
낙원하우스,제주특별자치도 제주시 한북로 157-1 (오등동) 낙원하우스,여행/숙박,Y,Y,N
천진함편의점,제주 제주시 우도면 우도해안길 70 ,기타,Y,N,N
부전자전,"제주 제주시  용남1길 12, (용담일동) . ",가전/통신,Y,N,N
오일장축산물도매센타,"제주 제주시  오일장동길 21, (노형동) ",식자재/유통,Y,N,N
카페킹,"제주 제주시  오남로 82, (오라이동) 1층 ",음식점/식음료업,Y,N,N
인생포차,제주특별자치도 제주시 연문4길 17 인생포차,음식점/식음료업,Y,Y,N
쇠소깍횟집,"제주 제주시  연수로4길 1, 1층 (일도이동) ",음식점/식음료업,Y,N,N
열려라참깨,"제주 제주시  연수로1길  3,  (일도2동) ",기타,Y,N,N
젠텍 파라솔,제주 제주시 연북로 668 (이도이동) ,기타,Y,N,N
동양창호,제주 제주시 연미2길 20 (오라삼동) ,기타,Y,N,N
대원공사,제주특별자치도 제주시 애월읍 애월로 130-1 1639-1 대원공사,디자인/인쇄,Y,Y,N
덴트 인 제주,"제주 제주시  억삼길 35-57, 가동 (이호이동) ",기타,Y,N,N
해밀관광호스텔,제주특별자치도 제주시 애월읍 광상로 272 해밀관광호스텔,부동산/임대,Y,Y,N
보나스 잉글리쉬(Bona's English),제주특별자치도 제주시 애월읍 애월로 109 해법영어 애월보나스교실,입시/교습학원,Y,Y,N
하귀동태찌개,"제주 제주시 애월읍 하귀로 63, 1층 ",음식점/식음료업,Y,N,N
은혜침구,"제주 제주시 애월읍 하귀로  51-1, ",기타,Y,N,N
송화,제주 제주시 애월읍 유수암평화5길 20 ,기타,Y,N,N
애월한담주차장,"제주 제주시 애월읍 애월로1길 26-1, ",기타,Y,N,N
세일건설기계,제주 제주시 애월읍 광령리2666-3번지 ,건축/철물,Y,N,N
아모레,"제주특별자치도 제주시 연북로 46, 6층(노형동) 빌딩 및 상가 內",생활/리빙,Y,Y,N
대일의전장례서비스 주식회사,"제주 제주시  아연로 440, (오등동) ",기타,N,N,N
제주코킹,"제주 제주시  아란11길 31, 203호 (아라일동) ",기타,Y,N,N
골방,"제주 제주시  신성로13길 13-1, 3층 (이도이동) . ",기타,Y,N,N
오온,제주 제주시 신설로6길 21 1층 (이도이동) ,기타,Y,N,N
동경수산,"제주 제주시  신설로 55, 상가 601동 B101호 (이도이동, 한일베라체아파트) ",식자재/유통,Y,N,N
제일인쇄출판,제주 제주시 신산로13길 19 (일도이동) ,디자인/인쇄,Y,N,N
크린에이드 뜨란채점,"제주 제주시 수덕7길 40 (노형동, 이화연립) 101호",생활/리빙,Y,Y,N
아이코어필라테스,"제주 제주시 신대로 145 ,2층 (연동,플라워-몰빌딩) ",문화/체육,Y,N,Y
더짝연동점,"제주 제주시  신대로14길 48, 2층 (연동) ",기타,Y,N,N
커피마켓,"제주 제주시  수정2길 21-3, (외도일동) ",음식점/식음료업,Y,N,N
아나샤띠,"제주 제주시  수덕로 81, 4층 (노형동, 동원빌딩) ",기타,Y,N,Y
리베,제주특별자치도 제주시 광양8길 3(이도이동) 1층 리베옷가게,의류/잡화,Y,Y,N
제주돈담,"제주 제주시  수덕7길 1, (노형동) ",기타,Y,N,N
쌍용자동차신제주부품대리점,"제주 제주시  성신북길  14,  (연동) ",자동차/주유,Y,N,N
동영장식,제주 제주시 서사로19길 4 (삼도일동) ,기타,Y,N,N
제주지엘 (GL),"제주 제주시 중앙로 87, 1층 (이도일동,1457-4) ",기타,Y,N,N
월드,"제주 제주시  서문로 66, (용담일동) ",기타,Y,N,N
최고의밥상,"제주 제주시  서광로29길 36,  (이도일동) ",음식점/식음료업,Y,N,N
비비큐치킨앤비어상무공원점,제주특별자치도 제주시 삼무로 40 (연동) 2층,음식점/식음료업,N,Y,N
한국무도학원,"제주 제주시  서광로 199, (삼도일동) ",입시/교습학원,Y,N,Y
네네치킨피자봉개점,제주특별자치도 제주시 번영로 521-1 1층 네네치킨피자봉개점,음식점/식음료업,Y,Y,N
가구디자인,"제주 제주시  서광로 209, (삼도일동) ",가구/인테리어,Y,N,N
복집,"제주 제주시  비룡길 5, (용담일동) ",기타,Y,N,N
장땡네,"제주 제주시  번영로 557, 1동 (봉개동) ",기타,Y,N,N
제남기계,"제주 제주시  동문로 71, (건입동) ",건축/철물,Y,N,N
명도암참살이체험마을,"제주 제주시  명림로  268-71,(봉개동) ",기타,Y,N,N
펀비어킹제주도남점,"제주특별자치도 제주시 도남로 105, 1층 (도남동) 펀비어킹제주도남점",음식점/식음료업,Y,Y,N
일출오토정비센타,"제주 제주시  동광로  91,(일도이동) ",기타,Y,N,N
중앙세탁빨래방,"제주 제주시  동광로9길  12-14,  (이도일동) ",생활/리빙,Y,N,N
김정례댄스로빅 & 태보,제주 제주시 동광로 139 (일도이동) ,기타,Y,N,Y
해원올레베이커리,제주특별자치도 제주시 서광로 183 일층 올레베이커리 주영올레베이커리,음식점/식음료업,Y,Y,N
타임,제주 제주시 도남로8길 3 지하층 (도남동) ,기타,Y,N,N
노형순창,제주특별자치도 제주시 진군3길 1 1층(노형동),음식점/식음료업,Y,Y,N
서울건축토목학원,"제주 제주시  복지로5길  16,(도남동) ",입시/교습학원,Y,N,N
622쥬얼리,"제주 제주시  달마루길 10-3, (노형동) . ",귀금속,Y,N,N
서부회센타,"제주 제주시  논세길 46, 1층 (내도동) . ",기타,Y,N,N
호,"제주 제주시  원노형남1길  17,(노형동) ",기타,Y,N,N
고구려철물상사,"제주 제주시  원노형로  9,(노형동) ",생활/리빙,Y,N,N
제주아동가족상담센타,"제주 제주시  남녕로  29,  2층    신협(노형동) ",기타,Y,N,N
GALLERY 낭,제주 제주시 월랑로 62 (노형동) ,기타,Y,N,N
토크타임,제주 제주시 월랑로10길 29 (노형동) ,기타,Y,N,N
더들집2,"제주특별자치도 제주시 구좌읍 동복로1길 23-3 , 1층(제1동)",여행/숙박,Y,Y,N
비자림베리멍,제주특별자치도 제주시 구좌읍 다랑쉬북로 58 제1동,여행/숙박,Y,Y,N
내도바당2,제주 제주시 내도중길 9-7 (내도동) ,기타,Y,N,N
고보배국밥,"제주 제주시  남광북3길  24,  (이도이동) ",음식점/식음료업,Y,N,N
써니학원,제주 제주시 이도이동 1994-12  3층 ,입시/교습학원,Y,N,N
괜찮은술책,"제주 제주시 구좌읍 종달로 60-12, 1층 ",기타,Y,N,N
솔왓동산식당,제주특별자치도 서귀포시 호근남로 16-4 (호근동) 솔왓동산식당,음식점/식음료업,Y,Y,N
정칠공팔공,"제주 제주시  고마로17길  11-9,  (일도2동) ",기타,Y,N,N
참나라건강원,"제주 제주시  중앙로  195,(이도일동) ",기타,Y,N,N
홍일식품제주총판,"제주 제주시  고마로10길  13,  (일도2동) ",기타,Y,N,N
모루헌,제주 서귀포시 호근로86번길 7-2 (호근동) ,기타,Y,N,N
리치망고 쇠소깍점,제주 서귀포시 하효동 1027-3번지 ,기타,Y,N,N
더쉼팡 민박,제주특별자치도 서귀포시 표선면 세성로 67-10 더쉼팡 민박,여행/숙박,Y,Y,N
주식회사 동부엠,"제주 서귀포시  하신상로 23, (하효동) ",기타,Y,N,N
제주 유유자적,제주특별자치도 서귀포시 표선면 세화강왓로 84 제주 유유자적,여행/숙박,Y,Y,N
제주폴리폴리,제주 서귀포시 표선면 한마음초등로 616-8 ,기타,Y,N,N
삼성전기,제주 서귀포시 표선면 표선리 695-3 번지 ,가전/통신,Y,N,N
가스름식당,제주특별자치도 서귀포시 표선면 가시로565번길 19 가스름식당,음식점/식음료업,Y,Y,N
연지농수산,제주특별자치도 서귀포시 표선면 성읍정의현로34번길 5-1 제주특별자치도 표선면 성읍리 860-1 연지농수산,식자재/유통,Y,Y,N
테라피샹그릴라,제주특별자치도 서귀포시 태평로439번길 44 (서귀동) 테라피 샹그릴라,생활/리빙,Y,Y,N
동서전자,"제주 서귀포시 표선면 표선중앙로  105, ",가전/통신,Y,N,N
올레집,"제주 서귀포시 표선면 성읍정의현로  40, ",기타,Y,N,N
산장숯불갈비,제주 서귀포시 표선면 성읍리 ,음식점/식음료업,Y,N,N
오름나그네2,"제주 서귀포시 표선면 번영로 3396-5, ",기타,Y,N,N
신수산,제주 서귀포시 표선면 민속해안로 301 ,식자재/유통,Y,N,N
푸른섬,제주 서귀포시 표선면 민속해안로119번길 17 나동 ,기타,Y,N,N
해비치풍경,"제주 서귀포시 표선면 가시로 134, ",기타,Y,N,N
동아스틸,"제주 서귀포시  토평공단로127번길 5, (토평동) ",기타,Y,N,N
갤러리석화,"제주 서귀포시  토평로50번길 9-14, (토평동) ",기타,Y,N,N
예지원,"제주 서귀포시  칠십리로  532-5,(보목동) ",기타,Y,N,N
대길카센타,제주특별자치도 서귀포시 중앙로 215 대길카센타,자동차/주유,Y,Y,N
아트인 예그리나,"제주 서귀포시  칠십리로 135, (서귀동) ",기타,Y,N,N
세움산업개발,"제주 서귀포시 태평로512번길 9 ,308동 101호 (동홍동,동홍3주공아파트) ",기타,Y,N,N
홍익샤모니리조트 주식회사,제주특별자치도 서귀포시 중산간서로 68 (강정동) 샤모니리조트,여행/숙박,Y,Y,N
바다소리,"제주 서귀포시  칠십리로 369, 1층 (보목동) ",기타,Y,N,N
혜란이네,"제주 서귀포시  중정로73번길 8-1, (서귀동) ",기타,Y,N,N
민서헤어,"제주 서귀포시  중앙로153번길 5, 1층 (서홍동) ",생활/리빙,Y,N,N
웰빙싱싱회센타,제주 서귀포시 중앙로62번길 13 (서귀동) ,기타,Y,N,N
추풍령모텔,"제주 서귀포시  중앙로59번길  12,(서귀동) ",여행/숙박,Y,N,N
아름다운공예세상,제주특별자치도 서귀포시 일주동로 8600 (동홍동) 아름다운 공예세상,의류/잡화,Y,Y,N
서귀포익스프레스,"제주 서귀포시  중산간동로 7891, (동홍동) ",기타,Y,N,N
길리추팡,제주특별자치도 서귀포시 중문관광로 294중문관광로 294 중문맛집 길리추팡,음식점/식음료업,Y,Y,N
주식회사 세양전력,"제주 서귀포시  중산간동로 7868, (동홍동) ",기타,Y,N,N
TEAM 낭만다이버,제주특별자치도 서귀포시 일주동로 8284 (신효동) 1층,문화/체육,Y,Y,N
이끌림,"제주 서귀포시  중문상로82번길 15, 지하1층 (중문동) ",기타,Y,N,N
한경유리알미늄,제주 서귀포시 중문동 1432번지 ,기타,Y,N,N
영농농수산,제주 서귀포시  대포동 539 ,식자재/유통,Y,N,N
태평쥬얼리,"제주 서귀포시  중문관광로 93, (색달동) ",귀금속,Y,N,N
